date,content,school
07-Apr-20,"To Employees at the Coral Gables and Marine Campuses (non-UHealth),

We would like to extend our deepest appreciation and gratitude for the way you have joined together, in the spirit of One U, to ensure the University continues to fulfill its mission during these unprecedented times. Just a few months ago, the prospect of moving the entire teaching and administrative functions of the University to an online/remote environment would have been thought impossible. Yet today, that is our reality, and everyone is continuing to do their part to achieve one of the most remarkable accomplishments in our University’s storied history.

As we shared during a recent virtual town hall, today’s highly uncertain economic environment poses serious financial implications for our University, as well as for our health care system, UHealth. These are unprecedented times, which require significant measures. We are taking the following actions to reduce expenses, effective immediately, to preserve our mission of teaching, research, innovation, and service as we approach our centennial.

1. Hiring Freeze: There will be a hiring freeze for faculty and staff positions until at least the end of the calendar year. This includes all new positions and all vacant positions but does not include student worker positions. HR will establish a process to establish any exceptions, which will be rare.

This hiring freeze does not impact offers that have already been extended and each dean will review with the provost the status of authorized searches for faculty positions and jointly determine those that will proceed and those that will be paused.

We may ask you to operate in vastly different ways, to assume new responsibilities, or to help across units where there are vacancies to ensure operational continuity in these extraordinary times.

2. Postpone FY21 Merit Funding: Postponing FY21 merit funding will allow us time to quantify our fall enrollment and to further quantify the financial impact to the UHealth system from COVID-19.

3. FY21 Non-Compensation Expense Reductions: All budget centers, including colleges, schools, and administrative/operational departments will significantly reduce or eliminate travel, entertainment, outside services, consulting, conferences, meetings, and other non-essential, non-salary expenses.

4. Capital Projects Pause: Capital projects that are already under construction will continue (for example, Lakeside Village and the Student Services Building on the Coral Gables campus). However, we have postponed nearly every other capital expenditure until fiscal year 2022.

5. Use of Donor Funds: In addition to being good for donor stewardship, units are asked to use operating gifts and spendable endowment income balances in advance of unrestricted funds.

6. Expanding First-Year Class: Working with the Office of Enrollment Management, we hope to welcome 2,350 new ’Canes as first-year students in Fall 2020.

As previously mentioned, the University’s telecommuting and temporary pay practices have been extended through April 30, 2020. We will reassess these policies and communicate any changes in advance of that date. In the short term, we have quickly adapted to physical distancing practices while providing support to our frontline health care workers who are preparing for an increase in COVID-19 cases. Our next phase will be to stand together to face the financial implications that lie ahead and make sacrifices to sustain our University.

We know that these steps will not be easy, and there may be additional financial measures that we may need to consider. But ’Canes are resilient, and we will get through this challenge together and will emerge an even stronger U.

Finally, ’Canes Care for ’Canes. We wish you and your families good health and safety. If there is anything we can do for you, or if you have questions, please do not hesitate to reach out to us.

Jeffrey L. Duerk, Ph.D.
Executive Vice President for Academic Affairs and Provost

Jacqueline Travisano, Ed.D
Executive Vice President for Business and Finance and Chief Operating Officer",Miami
07-Apr-20,"To Our Students,

Over the past several weeks, as we respond to the COVID-19 pandemic, we have witnessed incredible change and the need for us to adapt to that change together, as ’Canes.

We recognize that these are uncertain times, and we are here to help you navigate them. Yesterday, we provided you a survey to share your perspective on the past few weeks. And today, we are sharing a resource to help you plan for what’s ahead.

As we prepare for the final weeks of the semester — and for the semesters beyond — your University has formed a team of dedicated staff members who are available to answer many of the questions you have said are most important to you — questions about registration and records, billing and payments, and financial aid.

In addition to this dedicated team, we have created an online system to quickly and efficiently answer your questions. Please visit canescentral.miami.edu to submit your question. A ’Canes Central associate will then follow up with you directly, within one business day, to address your question or concern.

We encourage you to continue to monitor the latest University updates regarding the COVID-19 pandemic response at coronavirus.miami.edu. And we encourage you to take advantage of the many virtual programs and resources available to you as a student at miami.edu/stayconnected.

Thank you for your patience and perseverance as we weather this storm together as one Hurricane family.

Jeffrey L. Duerk, Ph.D.
Executive Vice President for Academic Affairs and Provost

Jacqueline Travisano, Ed.D
Executive Vice President for Business and Finance and Chief Operating Officer

Patricia A. Whitely. Ed.D.
Vice President for Student Affairs",Miami
14-Apr-20,"Dear staff colleagues,

As previously communicated, the University’s temporary telecommuting guidelines have been extended through April 30, 2020. As a reminder to staff working from home full time or partially, we ask that you please log in to Workday and complete the COVID-19 Telecommute Arrangement for each week that you work from home by noon on Friday, April 17. Properly recording your time will ensure that you receive the appropriate Technology Work From Home stipend to compensate for expenses temporarily incurred while working from home. For assistance, please review the COVID-19 Telecommute Arrangement in Workday Tip Sheet.

Consistent with the CDC recommendation, we urge everyone to wear a cloth face covering, or mask, where other social distancing measures are difficult to maintain. In addition, the recently issued Miami Dade Order requires persons working in or visiting grocery stores, pharmacies, construction sites, public transit vehicles, vehicles for hire, and locations where social distancing is not possible to wear facial coverings as defined by the CDC. This additional public health measure is in addition to (not instead of) social distancing, frequent hand cleaning and other everyday preventive actions to reduce the spread of COVID-19.

The use of facemasks is crucial for health workers and those taking care of someone infected with COVID-19 in close settings (at home or in a health care facility). Wearing medical masks on the UHealth campus is required of all employees and visitors. For UHealth personal protection guidelines and information specific to the medical campus, please visit my.med.miami.edu and review the ""Process and Procedures"" tab.

Get the latest information on the University’s response, as well as links to resources and frequently asked questions at our dedicated website, coronavirus.miami.edu. If you need assistance completing your Workday telecommuting arrangement or have any questions, please reach out to your manager or HR Partner. For any technical issues including Workday, please email  workday@miami.edu.

Thank you.

Mary Harper Hagan
Vice President
Human Resources",Miami
16-Apr-20,"

Dear Students, Faculty, and Staff:

The University of Miami continues to proactively respond to the COVID-19 pandemic to safeguard the health and safety of our community and the broader communities we serve, and to plan for the future. In an effort to keep the University community continuously informed, we write to provide you with an update regarding summer term course delivery and additional University resources.

SUMMER AND FALL TERMS
Registration for the summer and fall terms opened this week. To prioritize safety and health, the University will conduct summer sessions that begin in May online, including Summer A and Summer C. Select courses in Summer C may transition to on-campus instruction later in the summer if it is deemed safe to do so.

We are happy to announce that additional courses have been added to the summer schedule to ensure we are offering courses students need and want. The Registrar’s office worked jointly with the academic deans to identify courses most popular among students, as well as courses needed for academic progress. Periodically, the Registrar’s office will send an email to students to introduce newly offered courses, and we encourage you to look for those emails.

At present, there are no changes to the fall semester schedule or course offerings. We will continue to evaluate the public health emergency, working closely with government and public health agencies, to determine if changes to the academic calendar or manner of course delivery are needed. Any changes will be communicated directly to the University community.

As always, students are strongly encouraged to discuss their course selections with their academic advisors.

LEARNING RESOURCES
The University has created additional support for remote technologies that allow faculty and students to continue their teaching and learning activities. To learn more, visit it.miami.edu/continuity.

STAYING CONNECTED
We encourage you to continue to monitor the latest University updates regarding the COVID-19 pandemic response at coronavirus.miami.edu. And we encourage students to take advantage of the many virtual programs and resources available at miami.edu/stayconnected.

ANSWERING QUESTIONS
The University has formed a team of dedicated staff members to answer students’ questions. Please visit canescentral.miami.edu for more information or to submit your question. Faculty and staff should reach out to their manager or HR Partner with any questions.

We remain committed to the health and safety of our community and to fulfilling our mission of education, research, innovation, and service. Together, we will forge ahead as a resilient, compassionate, and united Hurricanes community.",Miami
23-Apr-20,"University of Miami Board of Trustees Chair Hilarie Bass shares a video message highlighting the many ways the University community has pulled together in the face of COVID-19; the remarkable work of UHealth doctors, nurses, and medical support teams to care for patients and develop breakthrough treatments; and the unity of the Hurricane family that will help us emerge from this storm an even stronger University.",Miami
23-Apr-20,"Dear staff colleagues,

Thank you for your dedication, creativity and compassion through this most challenging time. It’s been tough for us all, as our work and personal lives have been altered by COVID-19. In just a matter of weeks, we have been able to accomplish so much to continue critical University operations and support financial mitigation efforts – united as a team. We have begun to shift our focus from rapid responses to the COVID-19 crisis to proactive planning for the future.

We continue to follow national, state, and local guidance and recognize that a full resumption of work on campus will not be possible by April 30th. In light of this, temporary work-at-home arrangements will continue until further notice and a phased return to campus will occur when it’s deemed safe to resume operations. Technology Work from home stipends related to COVID-19 temporary arrangements will also continue until further notice. Please log in to Workday and continue to complete the COVID-19 Telecommute Arrangement for each week that you work from home. For assistance, please review the COVID-19 Telecommute Arrangement in Workday Tip Sheet.

There have been several COVID-19-specific exceptions in our pay and reimbursement policies that were highlighted in various communications. These temporary policies have been extended as outlined below.
Highlights
Administrative Leave – Other

Staff are required to work from home whenever possible until further notice. If the nature of their job duties cannot be performed at home and cannot continue to be performed on campus due to the nature of the job or site closure, staff may be required to be deployed to other areas to remain in a pay status. If the University is unable to identify a redeployment assignment, staff will be required to remain accessible from home to perform other duties as needed and will remain in full pay status via Administrative – Other for the duration of the temporary policy, which is extended until May 15th for all campuses. We will assess and communicate any changes prior to that date.
Emergency Administrative Leave

Staff who are instructed by UHealth Infection Control to self-isolate to contain the spread of COVID-19, are eligible for Emergency Administrative time for scheduled hours up to the defined period for isolation not to exceed 14 days if their job duties cannot be performed at home. This temporary policy will continue until further notice.
Staff illness due to COVID-19

In addition to their accumulated sick time or Extended Illness Bank (EIB), PTO, floating holidays and other time off, staff who are symptomatic and/or are diagnosed with COVID-19- related illness, continue to be eligible for the following exception provision until further notice:

    If all sick/EIB and other time off banks are exhausted, eligible staff can borrow up to 21 days from their sick banks

Staff enrolled in short term disability should apply for benefits.

New COVID-19 Provision: If Worker’s Compensation claim demonstrates evidence of COVID-19 being contracted as a result of occupation, emergency administrative pay will be utilized to bridge the gap between Worker’s Compensation and full salary. 
Staff affected by school closures or designated by CDC/Miami Dade as vulnerable to COVID-19

If remote work is not operationally feasible, staff may use accrued sick/EIB time in addition to vacation/PTO or floating holidays to which they are normally eligible to care for children who are at home as a result of school closures. Employees deemed to be essential to operations who opt out of University day care support will be ineligible to use sick bank time for this purpose.

Staff who are unable to work from home and fall into one of the high-risk groups as identified by the CDC and Miami-Dade County, State of Florida will be eligible to use accrued sick time/EIB in addition to vacation/PTO or floating holidays so that they may self-isolate at home to reduce risk. If sick/EIB/vacation/PTO time are exhausted, staff who fall in this category can borrow up to 21 days from their future sick/EIB bank.

These temporary sick leave provisions have been extended until further notice.
Payroll Deduction Suspensions & Reimbursements

Miami Dade Transit, tri-rail, and parking

Transit, tri-rail and parking payroll deductions will be suspended, effective March 19, until May 31.

Herbert Wellness Center and the UHealth Fitness and Wellness Center

Effective April 1, payroll deductions for membership fees for faculty and staff have been suspended and will be suspended until the Wellness Center resumes operation.

Child Care

HR implemented a one-time tuition waiver in April for our onsite childcare services (Canterbury on Gables, Medical, the UHealth Tower, and the Debbie School). Many employees are telecommuting, and spaces have been used for clinical care employees required to report to work. The tuition waiver will continue through the end of May so available slots can be utilized by healthcare workers.

I recognize that there is still so much uncertainty but hope that the extension of these temporary policies and telecommuting arrangements will provide some peace of mind.   Senior leadership continues to assess the financial impact of COVID-19 and will continue to communicate as quickly and directly as possible.

I encourage us all to be compassionate and show empathy with each other - especially during these times. There are many ways we can do this - reaching out to a colleague to offer support, send some “Words of Appreciation” to our UHealth heroes, or give a gift to the UHealth/Miller School of Medicine Emergency Response Fund that will make all the difference.

If you need assistance completing your Workday telecommuting arrangement or have any questions, please reach out to your manager or HR Partner. For any technical issues including Workday, please email workday@miami.edu.

Thank you.

Mary Harper Hagan
Vice President
Human Resources",Miami
24-Apr-20,"President Julio Frenk provides an update to the University of Miami community on planning for the Fall 2020 semester and the University's ongoing response to the COVID-19 pandemic. Get the latest information on the University’s response, as well as links to resources and frequently asked questions at our dedicated website, http://coronavirus.miami.edu.",Miami
27-Apr-20,"Dear Students, Faculty, and Staff:

As part of the University of Miami’s proactive response to the COVID-19 pandemic and to safeguard the health and safety of our community and the broader communities we serve, we will be moving all summer courses to an online or virtual format.

SUMMER 2020
Registration for the summer is underway and we want to ensure that everyone is aware of the summer course schedule and offerings. Currently all summer sessions (A, B, and C*) will be offered remotely. An earlier message communicated that Summer A (May 18-June 26) and Summer C* (May 18-August 7) would move to online instruction. This message confirms that Summer B (June 29-August 7) also will move to online instruction.

(* = Select courses in Summer C may transition to on-campus instruction later in the summer if it is deemed safe to do so.)

The Registrar’s office worked jointly with the academic deans to identify courses most popular among students, as well as courses needed to graduate and for academic progress.

Starting next week, the Registrar’s office will send a periodic email to students to introduce newly offered courses, and we encourage you to look for those emails and register accordingly.

Students are strongly encouraged to discuss their course selections with their academic advisors.

As President Frenk said in his video message Friday, we are planning to start the fall semester on time and on campus. This is our plan, so long as it is safe to do so. We look forward to a successful summer term and to welcoming you back to campus in the fall.

Karen J. Beckett
University Registrar
University of Miami",Miami
28-Apr-20,"Dear Colleagues,

South Florida and the University of Miami know more about disaster and resilience than most regions and most universities. Even so, the COVID-19 pandemic has challenged every dimension of society, in virtually every corner of the world. As we continue to manage through the profound public health crisis, the economic crisis in its wake will be even more far reaching.

I am deeply proud of how our community has mobilized in response to the coronavirus, from our health care heroes on the front lines to the intellectual contributions of our public health, medical, and nursing researchers, and the innovation and adaptability displayed by our students, faculty, and staff as the balance of our semester moved online in March.

We at the U know better than most that acting early and deliberately, guided by values and a commitment to every member of our community, will allow us to weather even the most difficult storms and build back better. It is in the spirit of early, deliberate action that I am writing today.

At the beginning of this month, we shared our immediate actions to mitigate the financial impact of COVID-19. Today, I share with you the next phase of those efforts.

First, some context: As a result of the strategic initiatives and operational efficiencies we have put in place through the Roadmap to our New Centuryand the generosity of our donors, we are confronting this crisis from our strongest financial standing in more than a decade. In fact, we were poised for another outstanding financial and academic year.

COVID-19 radically altered that picture, and we must now navigate significant financial losses from areas across the University, including clinical and student-related revenues, reduced research activities, and an endowment feeling the impact as investment markets around the globe have declined. We are committed to evaluating every possible scenario to minimize both the short- and long-term effects of this crisis on our University.

Without any substantial mitigation efforts in place, our projections show potential losses of hundreds of millions of dollars over the coming year. Our actions are guided by these sobering projections. The following measures apply to the entire University:

Salary reductions for senior leadership
Recognizing the number of families already facing financial hardships, we will begin reducing expenses at the leadership ranks of the organization. I, along with the provost, chief operating officer, senior vice presidents, vice presidents, deans, and equivalent positions at UHealth will reduce our compensation by 15 percent starting on May 1. In addition, those employees whose compensation falls in the top one percent of earners at the University will be asked to voluntarily reduce their compensation by 10 percent. Human Resources will share details with those impacted by this action.

Suspension of retirement contributions for FY21
Effective June 1, the University will temporarily suspend contributions, both core and matching, to employee 403(b) plans, including grandfathered over-the-limit taxable contributions through fiscal year 2021. We take this step with full realization that it will have an impact on your plans for the future. Employees can continue their elective contributions, within IRS limits.

Suspension of merit increases for FY21
We will suspend merit increases on all campuses for FY21. This is a temporary measure that in no way diminishes the deep appreciation we have for the excellent work of our employees.

Hiring freeze for all positions on all campuses
As announced by Provost Duerk and Dr. Travisano on April 7, we will continue the hiring freeze on all vacant and new positions at least through December 2020 on the Coral Gables and Marine campuses. We are now extending this hiring freeze to the Medical campus for all positions except those deemed mission-critical by the UHealth Joint Operations Leadership Team (JOLT). The hiring freeze does not apply to budgeted student worker positions or those fully funded through grants.

Additional expense reductions
All budget centers, including colleges, schools, and administrative/operational departments will continue to significantly reduce or eliminate travel, entertainment, outside services, consulting, conferences, meetings, and other expenses.

Capital projects on hold
Capital projects that are already under construction, such as Lakeside Village, will continue. However, we have postponed nearly every other capital expenditure until further notice.

Furloughs and layoffs
We are considering every option possible to avoid furloughs and layoffs; however, a reduction in workforce may become unavoidable. I value the talent, commitment, and ingenuity our employees bring to the U every day, and one of our aims is to avoid across-the-board actions that would challenge family budgets or contribute to the current unemployment crisis. We will conduct a careful analysis of potential furloughs and layoffs through the lens of efficiency gains and protection of revenue streams. We will use every instrument at our disposal to support any affected employees.

Remote work practices
We continue to support work-at-home arrangements during the pandemic and are extending the University’s temporary COVID-19 policies and pay provisions as outlined in the communication sent by Human Resources last week. We will continually assess these policies and communicate changes, taking the reality families are facing as a result of COVID-19 into account.

Maximizing funding sources
Our Government Relations team continues to evaluate and urgently take action on funding opportunities available to health care systems and institutions of higher education through the CARES Act and other government programs. The team communicates frequently with local, state, and federal representatives to advocate on behalf of the U on a wide range of issues impacting our community, including higher education policy, health care, immigration policy, and scientific research.

The next few months will provide greater clarity, as we quantify our fall enrollment and further assess the financial impact of COVID-19 on the UHealth system. We will continue to reassess and keep you informed along the way.

The path forward
COVID-19 has taken many thousands of lives, hundreds right here in our community. Compounding that loss, we are facing a significant economic disruption. We are mindful of those who have lost loved ones or who face a long road to recovery. Let me assure you—there is a path forward, and I firmly believe that as a University and as an academic health system it is our responsibility to lead by example.

What does this mean? It means that we will continue to prioritize the health and safety of the University of Miami community.

It means that we will protect our core mission—education, research, innovation, service, and patient care—because the world needs us now more than ever before.

It means that we will make decisions through the lens of transparency, belonging, and inclusion, because We Are One U.

I know that this has been a challenging, isolating, and, for some, frightening time period. I also know that ’Canes are up to any challenge and can be counted on to support one another. Thank you all for the ways you are stepping up, and lifting one another up, especially our brave clinical colleagues working on the front lines. As I shared with our clinical chairs recently, our institution is not an abstraction; it is not a series of buildings and courses and programs. It is brought to life and given its meaning by each of us working together toward the mission that is our “why”: our reason for being one U.

Times of crisis offer opportunities for transformation. Together, we will build a better normal, with our values as its intact foundation. I am confident that we will arrive on the other side of this crisis with a renewed sense of purpose rooted in the resilience that has distinguished the University of Miami for 95 years—and will always be at our core.",Miami
29-Apr-20,"To Our University Community,

The University of Miami continues to take proactive steps to safeguard the health and well-being of our community, while still delivering on our mission of education, research, innovation, and service, and planning for the summer and fall terms.

We recognize the financial strain faced by many of our students and their families during this period of unprecedented disruption. To help alleviate some of these concerns and to support our students, the University is providing financial relief in a number of ways.

Refund of unused fees
The University will refund student accounts with a prorated amount for any Spring 2020 fees and services that cannot be provided in an online or virtual format. This includes housing, dining, parking, student center, wellness center, health and counseling, student activities, and athletics fees. Fees will be prorated to March when classes transitioned to an online format. Services that remain available to students, such as health and counseling services for Florida residents through telehealth, will not be refunded. Prorated refunds will be posted to the student account on April 28 and can be viewed in ’CaneLink. Specific questions may be directed to the dedicated ’Canes Central team.

Federal Work Study and non-Federal Work Study income
The Department of Education authorized the payment of unutilized Federal Work Study funds to each impacted student. The University has and will continue to pay hourly Federal Work Study and non-Federal Work Study student employees through the end of the Spring 2020 semester. Detailed information has been provided to eligible students.

Support for students experiencing serious financial hardship
Students experiencing serious financial hardship are encouraged to submit to ’Canes Central a request for review of your financial aid arrangements to determine if you are eligible for an increase in aid or if emergency support may be available from another source.

The unity of our Hurricanes family in the face of this pandemic—working together to support one another and to ensure the continuity of education, research, and patient care—has been inspiring. Supporting our students’ academic pursuits continues to be at the forefront of our efforts, and the well-being of our community remains our highest priority. We look forward to a successful summer term, and to an anticipated on-time, on-campus start to our fall semester.

Sincerely,

Jeffrey L. Duerk, Ph.D.
Executive Vice President for Academic Affairs and Provost

Jacqueline Travisano, Ed.D
Executive Vice President for Business and Finance and Chief Operating Officer

Patricia A. Whitely. Ed.D.
Vice President for Student Affairs",Miami
06-May-20,"Dear Students,

As the University closes the spring semester while planning for the months ahead, we write to share an update regarding emergency financial assistance for students.

Under the Coronavirus Aid, Relief, and Economic Security (CARES) Act, the University will receive and distribute funds to University of Miami students who have been adversely impacted by the COVID-19 pandemic. These emergency funds will be distributed to students who have incurred expenses due to the disruption of campus operations, including eligible expenses under a student’s cost of attendance, such as food, housing, course materials, technology, health care, and child care.

The Department of Education has issued guidelines regarding the eligibility of students who may receive emergency financial aid grants under the CARES Act:

    Must have completed the Free Application for Federal Student Aid(FAFSA) for the 2019-20 or 2020-21 academic years; students who have not filed a FAFSA but are eligible to do so may also be eligible to receive emergency financial aid grants under the act
    Must meet federal Satisfactory Academic Progress standards
    Must be a U.S. citizen or permanent resident

Under the federal guidelines, students who were exclusively in an online program prior to the disruption of campus operations are not eligible to receive these federal funds.

If you believe you are eligible for an emergency grant based on the Department of Education guidelines, please complete a brief online applicationto request emergency financial assistance. The ’Canes Central FAQs answer additional questions about student eligibility, eligible expenses, and the application process.

Funding is limited and it is our aim to assist those students in the greatest need. To expedite the distribution of emergency funds to students, the University will review applications and award funds on an ongoing basis until the funds are exhausted. Forms must be submitted by Wednesday, May 13, at 5 p.m., and the completion of the request form does not guarantee funding. Students will be notified of a decision via their miami.edu email account.

For additional information, please visit canescentral.miami.edu to submit your question. A ’Canes Central associate will then follow up with you directly.",Miami
15-May-20,"To the University of Miami Community,

On May 13, Miami-Dade County released “The New Normal” plan, which provides guidance for the phased reopening of Miami-Dade County beginning Monday, May 18, 2020; other local municipalities are beginning to release their reopening plans.

The University will review all plans that may impact our various campuses and community members, and will communicate any changes to our operations in advance. At this time, the University is not making any significant changes to its operations.

The following summarizes near-term guidance on University operations:


There are no changes to current remote work guidelines.

    Staff who are able to work remotely on all campuses should continue to do so until further notice. Plans continue for a phased reopening of the Coral Gables and Marine campuses in preparation for a safe resumption of classes in the fall. These plans will balance the needs of on-site activities with a continued need to limit density on all campuses for the foreseeable future.
    UHealth staff working in clinical services should continue to follow previously communicated reactivation plans, and stay informed about medical campus and health system operations on the my.med.miami.edu website.

 

The University will continue existing health and safety measures on all campuses.

For the Coral Gables and Marine campuses, the Facilities Operations and Planning team is working with University departments—academic and administrative—to plan for the safe restart of on-campus classes in the fall through the work of seven multi-disciplinary committees. The safety measures underway include:

    Adding hand sanitizer stations at every building entrance and throughout high-traffic interior spaces
    Installing additional disinfecting wipe stations throughout campuses
    Posting signs to remind individuals of physical distancing guidelines and proper hygiene practices
    Deploying wellness (plexiglass) shields at points of sale, office entry, select labs, and information desks
    Conducting deep cleaning of all campus spaces regularly with enhanced protocols and increased frequency
    Maintaining inventories of personal protective equipment and cleaning supplies
    Procuring face coverings to distribute to every student, faculty, and staff member upon return to campus

The medical school and health system continue health and safety practices with the reactivation of key clinical services.


There are no changes to virtual learning plans during the summer or the intent to safely resume on-campus classes in the fall.

    All summer classes will continue to meet virtually and course schedules will not change.
    The University is exploring a broad range of available and emerging technology for COVID-19 screening, testing, and tracing that will support a safe campus environment in the fall.

 

The University of Miami community should continue to practice physical distancing, wear face coverings, and follow personal protective equipment guidelines as defined by local emergency orders, the Centers for Disease Control and Prevention, and other regulatory guidelines.

    The order strongly urges individuals to wear face coverings inside businesses and commercial establishments wherever physical distancing is not possible.

 

The complete Miami-Dade County plan can be found here.

Safety has been and will continue to be the top priority when making decisions regarding a safe reopening, and you will be informed of any changes in advance. Additional measures and guidelines will be shared as they are developed.",Miami
